,분류,제목,날짜,주소,,,,,,,,,
783,AI학부 공지사항,[2022 정보통신대전 (공학제)] 참여 ? 부품 신청서 안내..,2022-08-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=414679&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
784,AI학부 공지사항,"2022년도 8월 외국어 모의시험(토익, 토익스피킹, 오픽, 토플) 실시..",2022-08-02,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=414506&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
785,AI학부 공지사항,2022학년도 1학기 마일리지 장학금 신청 안내,2022-08-02,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=414505&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
786,AI학부 공지사항,2022학년도 2학기 수강신청 주요 일정 안내,2022-07-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=414121&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
787,AI학부 공지사항,2022년 온라인 신산업·신기술 세미나 안내,2022-07-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413726&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
788,AI학부 공지사항,2022년 2학기 예비군 전입신고 안내,2022-07-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413725&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
789,AI학부 공지사항,2022학년도 2학기 AI학부 표준 시간표,2022-07-26,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413720&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
790,AI학부 공지사항,「K-ICT Week in Busan(AI KOREA) 2022」참가기업(기관) 모집 안..,2022-07-22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413400&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
791,AI학부 공지사항,"2022-2학기 국내학점교류(한국교원대학교, 대구사이버대학교) 신청 ..",2022-07-22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413399&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
792,AI학부 공지사항,지속가능한 에너지 활용을 위한 인공지능 경진대회 안내..,2022-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413126&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
793,AI학부 공지사항,2022학년도 제1학기 학사학위취득 유예(졸업연기) 신규 및 기간변경..,2022-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413121&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
794,AI학부 공지사항,2022-2학기 대학(원) 재학생 등록 안내,2022-07-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=413047&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
795,AI학부 공지사항,"2022-2학기 국내학점교류(금오공과대학교, 계명대학교) 신청 안내..",2022-07-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412970&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
796,AI학부 공지사항,[지역선도대학육성사업단] 온라인 공동프로그램 안내..,2022-07-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412859&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
797,AI학부 공지사항,[대학혁신] 2022-2학기 DU-도전학기 참여자 모집 안내..,2022-07-18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412805&page=13&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
798,AI학부 공지사항,"2022년 온라인 신산업, 신기술 세미나 안내",2022-07-18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412792&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
799,AI학부 공지사항,"2022-2학기 국내학점교류(조선대학교, 숙명여자대학교) 신청 안내..",2022-07-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412543&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
800,AI학부 공지사항,"2022-2학기 국내학점교류(안동대학교, 동아대학교) 신청 안내..",2022-07-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412326&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
801,AI학부 공지사항,2022-2학기 국내학점교류(영남대학교) 신청 안내,2022-07-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=412123&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
802,AI학부 공지사항,2022-2학기 휴학(휴학연기)/ 복학 신청기간 안내,2022-07-12,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411981&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
803,AI학부 공지사항,"2022-2학기 국내학점교류(동국대학교, 제주대학교) 신청 안내..",2022-07-11,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411840&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
804,AI학부 공지사항,2022-2학기 국내학점교류(서울시립대학교) 신청 안내..,2022-07-08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411522&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
805,AI학부 공지사항,[공학교육혁신센터]2022 신기술 창의융합 단기교육 (주행환경 자동..,2022-07-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411405&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
806,AI학부 공지사항,2022년 제1기 「ICT 경력전환 AI교육」교육생 모집 안내 홍보 안..,2022-07-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411230&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
807,AI학부 공지사항,"[군제대복학, 일반복학 학생 관련] 2022 AI학부 개편에 따른 전공배..",2022-07-06,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411220&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
808,AI학부 공지사항,2022학년도 7월 모의토익 시험 실시 안내,2022-07-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=411042&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
809,AI학부 공지사항,[공학교육혁신센터] 신기술 단기교육 AI분야(미래형 모빌리티 관련)..,2022-07-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=410966&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
810,AI학부 공지사항,[공학교육혁신센터] 센터 주관 22년 기업공모형 캡스톤디자인 과제 ..,2022-06-30,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=410701&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
811,AI학부 공지사항,[지역선도대학육성사업] 실습 병행 집중 특강 신청 안내..,2022-06-29,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=410659&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
812,AI학부 공지사항,[한국과학기술기획평가원] 내 꿈을 이루는 과학기술 영상 공모전 안..,2022-06-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=410539&page=14&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
813,AI학부 공지사항,[경북대 첨단기술원] 대구ai허브 교육 안내,2022-06-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=409581&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
814,AI학부 공지사항,*[비교과교육혁신센터]2022학년도 1학기 자기주도활동 실적 입력 안..,2022-06-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=408602&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
815,AI학부 공지사항,[지역선도대학육성사업단] 온라인 공동프로그램 안내..,2022-06-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=408581&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
816,AI학부 공지사항,[공학교육혁신센터] 2022 기업공모형 캡스톤 디자인 과제지원 및 신..,2022-06-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=408533&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
817,AI학부 공지사항,2022-2학기 한국장학재단 푸른등대 기부장학사업 신규장학생 선발 ..,2022-06-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=408424&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
818,AI학부 공지사항,"2022년 ""대학 교수·학습 과정 설문조사"" 관련 설문조사 실시 안내..",2022-06-10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=408048&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
819,AI학부 공지사항,2022년 2학기 농어촌희망재단 「농림축산식품부 대학 장학생」선..,2022-06-09,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=407895&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
820,AI학부 공지사항,2021학년도 후기(2022.8.) 졸업예정자 대상 주요 학사일정 안내..,2022-06-09,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=407864&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
821,AI학부 공지사항,"2022년도 6월 외국어 모의시험(토익, 토익스피킹, 오픽, 토플) 실시..",2022-06-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=407425&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
822,AI학부 공지사항,2022년 『제2회 대구여성 창업스타전』 공모 안내,2022-06-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=406880&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
823,AI학부 공지사항,2022학년도 1학기 학술연구실적장학금 신청 안내,2022-06-02,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=406574&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
824,AI학부 공지사항,2022-여름계절수업 국내학점교류(대구가톨릭대학교) 신청 안내..,2022-05-31,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=406156&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
825,AI학부 공지사항,2022 DU 반도체기업 특화 취업박람회 행사 안내,2022-05-31,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=406046&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
826,AI학부 공지사항,2022학년도 제1학기 교양교육과정 만족(수요)도 조사 실시 안내..,2022-05-30,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=405824&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
827,AI학부 공지사항,2023학년도 신입생 모집을 위한 홍보동영상 공모 안내..,2022-05-27,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=405349&page=15&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
828,AI학부 공지사항,[모두의연구소x고용노동부] AI 딥러닝 온라인 과정 교육생모집..,2022-05-27,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=405301&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
829,AI학부 공지사항,2022학년도 1학기 기말고사 수업평가 실시 안내,2022-05-25,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=404751&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
830,AI학부 공지사항,2022학년도 현장실습학기제 계절제(하계)국내현장실습 모집 실시 안..,2022-05-25,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=404616&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
831,AI학부 공지사항,[고용노동부 x 대구시 x 모두의연구소] 온라인 교육과정 교육생 모..,2022-05-25,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=404614&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
832,AI학부 공지사항,2022년 대학교 예비군 기본훈련 공고 안내,2022-05-23,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=404049&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
833,AI학부 공지사항,2022-여름계절수업 국내학점교류(호남대학교) 신청 안내..,2022-05-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403866&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
834,AI학부 공지사항,2022-2학기 국가장학금 1차 필수신청 안내,2022-05-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403859&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
835,AI학부 공지사항,2022 신기술·AI 융합형 캡스톤디자인 과제지원계획..,2022-05-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403842&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
836,AI학부 공지사항,2022학년도 여름학기 외국어특강 개강 안내,2022-05-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403644&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
837,AI학부 공지사항,2022학년도 1학기 장애학생장학금 신청 안내,2022-05-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403543&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
838,AI학부 공지사항,2022학년도 1학기 저소득층장학금 신청 안내,2022-05-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403542&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
839,AI학부 공지사항,[대학혁신] 2022학년도 DU전공교육과정 모니터링단 추가 모집 안내..,2022-05-17,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=403091&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
840,AI학부 공지사항,2022학년도 제2학기 전과 전형 실시 안내,2022-05-17,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=402902&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
841,AI학부 공지사항,"2022-여름계절수업 국내학점교류(계명대학교, 조선대학교, 대구사이..",2022-05-17,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=402900&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
842,AI학부 공지사항,2022학년도 기업연계 취업셀동아리 모집 안내,2022-05-16,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=402743&page=16&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
843,AI학부 공지사항,「2022년 경상북도 대학신입생 희망충전 장학금 지원」안내..,2022-05-11,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=401740&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
844,AI학부 공지사항,[국제처] 여름방학 중 해외단기연수 프로그램 신청 안내..,2022-05-10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=401648&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
845,AI학부 공지사항,2022학년도 하계 국내현장실습 연계 국민취업지원제도 설명회 개최 ..,2022-05-09,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=401210&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
846,AI학부 공지사항,차세대 반도체 융합학부 마이크로디그리 및 부·복수전공 추가 신청..,2022-05-09,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=401209&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
847,AI학부 공지사항,2022학년도 5월 모의토익 시험 실시 안내,2022-05-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=400462&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
848,AI학부 공지사항,[대학혁신]2022-1학기 나의 학습법 노하우 공모전 안내..,2022-05-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=400264&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
849,AI학부 공지사항,2022 All in Care 상담 관련 부서 연합박람회 홍보,2022-05-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=400222&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
850,AI학부 공지사항,[대학혁신] 2022학년도 DU 전공교육과정 모니터링단 모집 안내..,2022-05-02,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=399854&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
851,AI학부 공지사항,2022학년도 1학기 형제·자매 장학금 신청 안내,2022-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=398985&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
852,AI학부 공지사항,2022학년도 제1학기 캡스톤디자인 과제 지원사업 안내..,2022-04-28,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=398963&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
853,AI학부 공지사항,[대학혁신]2022-1학기 CTL 온라인 학습지원 프로그램 참여 후기 공..,2022-04-22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397940&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
854,AI학부 공지사항,지역선도대학 스마트센싱 창의융복합 부·복수전공 신청 안내..,2022-04-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397700&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
855,AI학부 공지사항,차세대 반도체 융합학부 마이크로디그리 및 부·복수전공 신청 안내..,2022-04-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397564&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
856,AI학부 공지사항,2022년 폭력(성희롱·성폭력·성매매·가정폭력) 예방교육 실시 및 ..,2022-04-20,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397444&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
857,AI학부 공지사항,[차세대 반도체 혁신공유대학] 2022학년도 하계 계절 학점교류 신청..,2022-04-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397276&page=17&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
858,AI학부 공지사항,2022학년도 여름 계절수업 일정 정정 안내,2022-04-19,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397268&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
859,AI학부 공지사항,"2022학년도 제1학기 부·복수(융복합)전공 및 마이크로전공 신청, ..",2022-04-18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397044&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
860,AI학부 공지사항,2022학년도 장애 재학생 장애등록 신청 안내,2022-04-18,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=397043&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
861,AI학부 공지사항,2022학년도 1학기 중간고사 수업평가 실시 안내,2022-04-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=396342&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
862,AI학부 공지사항,2022학년도 1학기 자기설계전공 개발 공모 신청 안내..,2022-04-13,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=396120&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
863,AI학부 공지사항,2022학년도 「DU 북(Book)돋움 독후감 공모전」 안내,2022-04-11,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=395652&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
864,AI학부 공지사항,2022-1학기 위기돌봄 프로그램 자살 예방교육 안내,2022-04-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=395020&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
865,AI학부 공지사항,2022학년도 봄학기 2차 외국어특강 개강 안내,2022-04-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=394981&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
866,AI학부 공지사항,2022학년도 여름 계절수업 운영 안내,2022-04-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=394980&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
867,AI학부 공지사항,2022학년도 동문장학금 신청 관련 안내,2022-04-04,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=394320&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
868,AI학부 공지사항,2022학년도 4월 외국어 모의시험 실시 안내,2022-04-01,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=394002&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
869,AI학부 공지사항,유고결석 온라인 신청 안내,2022-03-30,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=393424&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
870,AI학부 공지사항,정보통신대학 IT창의융합라운지 운영시간 변경 안내..,2022-03-30,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=393422&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
871,AI학부 공지사항,2022학년도 AI학부 종합설계 2차 부품 신청 안내,2022-03-22,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=391744&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
872,AI학부 공지사항,※필수※[실험실] 온라인 안전교육 이수증 제출,2022-03-21,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=391528&page=18&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
873,AI학부 공지사항,2022학년도 대구대학교 생명윤리위원회(IRB) 교내 교육 실시..,2022-03-15,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=390642&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
874,AI학부 공지사항,2022학년도 1학기 영어클리닉 실시,2022-03-14,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=390299&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
875,AI학부 공지사항,[공학교육인증] 공학인증중지동의 및 이수포기서 제출..,2022-03-11,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=389980&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
876,AI학부 공지사항,2022학년도 제1학기 조기졸업 신청,2022-03-10,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=389734&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
877,AI학부 공지사항,2022학년도 DU 학습지기 CTL-서포터즈 운영 안내 및 참가..,2022-03-08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=389206&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
878,AI학부 공지사항,2022학년도 1학기 한국장학재단 국가장학금 신청자 가구원 동의 독..,2022-03-08,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=389205&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
879,AI학부 공지사항,2022학년도 1학기 편입학 학점인정 심사 안내,2022-03-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=389029&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
880,AI학부 공지사항,유고결석 신청방법 및 유의사항,2022-03-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=388992&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
881,AI학부 공지사항,2022학년도 3월 모의토익 시험,2022-03-07,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=388945&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
882,AI학부 공지사항,2022학년도 보훈장학금(신규) 신청 안내,2022-03-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=388502&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
883,AI학부 공지사항,2022-1 공학교육인증 이수 확인서 및 포기서,2022-03-03,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=388439&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
884,AI학부 공지사항,[4181] 컴퓨터비전기초 강의시간 변경안내,2022-02-24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=387550&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
885,AI학부 공지사항,2022학년도 제1학기 공통교양 영어교과목 이수,2022-02-24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=387455&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
886,AI학부 공지사항,대구대학교 제24기 학생홍보대사 알림이 모집,2022-02-24,https://ai.daegu.ac.kr/hakgwa_home/ai/sub.php?mode=view&idx=387410&page=19&menu=page&menu_id=1011&search_field=&search_key=&search_cate=,,,,,,,,,
